id,title,isPartOf,publicationYear,doi,docType,docSubType,provider,collection,datePublished,issueNumber,volumeNumber,url,creator,publisher,language,pageStart,pageEnd,placeOfPublication,keyphrase,wordCount,pageCount,outputFormat
http://www.jstor.org/stable/2966891,The Nineteenth Century Struggle Over Segregated Education in the Boston Schools,The Journal of Negro Education,1970,10.2307/2966891,article,research-article,jstor,,1970-01-01,1,39,http://www.jstor.org/stable/2966891,Donald M. Jacobs,Journal of Negro Education,eng,76,85,,boston; school; smith school; liberator; colored; negroes; school committee; abner forbes; boston schools; segregated education,5104,10,unigrams; bigrams; trigrams
http://www.jstor.org/stable/10.7709/jnegroeducation.88.4.0443,Improving Black Students’ College and Career Readiness through Literacy Instruction: A Freirean-Inspired Approach for K–8 Classrooms,The Journal of Negro Education,2019,10.7709/jnegroeducation.88.4.0443,article,research-article,jstor,,2019-10-01,4,88,http://www.jstor.org/stable/10.7709/jnegroeducation.88.4.0443,Jennifer D. Turner,Journal of Negro Education,eng,443,453,,black students; literacy; career readiness; literacy skills; college; college and career; negro education; freire; education; reading,6896,11,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2967189,"Missing Teachers, Impaired Communities: The Unanticipated Consequences of Brown v. Board of Education on the African American Teaching Force at the Precollegiate Level",The Journal of Negro Education,1994,10.2307/2967189,article,research-article,jstor,,1994-07-01,3,63,http://www.jstor.org/stable/2967189,Mildred J. Hudson; Barbara J. Holmes,Journal of Negro Education,eng,388,393,,african; teachers; american teachers; education; african american teachers; minority; minority teachers; students; negro education; school,2685,6,unigrams; bigrams; trigrams
http://www.jstor.org/stable/10.7709/jnegroeducation.83.3.0338,Suspended Animation: A Legal Perspective of School Discipline and African American Learners in the Shadows of <em>Brown</em>,The Journal of Negro Education,2014,10.7709/jnegroeducation.83.3.0338,article,research-article,jstor,,2014-01-01,3,83,http://www.jstor.org/stable/10.7709/jnegroeducation.83.3.0338,Brenda L. Townsend Walker,Journal of Negro Education,en,338,351,,school; african; american learners; education; tolerance policies; african american learners; suspensions; losen skiba; discipline; school suspensions,8919,14,unigrams; bigrams; trigrams
http://www.jstor.org/stable/10.7709/jnegroeducation.82.1.0095,BOOK/MEDIA REVIEWS,The Journal of Negro Education,2013,10.7709/jnegroeducation.82.1.0095,article,book-review,jstor,,2013-04-23,1,82,http://www.jstor.org/stable/10.7709/jnegroeducation.82.1.0095,Aaron N. Taylor; Frank Lambert,Journal of Negro Education,en,95,97,,ole miss; meredith; lambert; urban redevelopment; trotter; battle; segregationist; mississippi; haley barbour; renaissance,1900,3,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2294169,Summary and Evaluation of Contributions to the Yearbook: Race and Equality in American Education,The Journal of Negro Education,1968,10.2307/2294169,article,research-article,jstor,,1968-07-01,3,37,http://www.jstor.org/stable/2294169,Henry S. Dyer,Journal of Negro Education,eng,340,358,,education; negroes; school; compensatory education; compensatory; achievement; children; poussaint; whites; negro education,10253,19,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2295667,Like a Bridge Over Troubled Waters: New Directions and Innovative Voluntary Approaches to Interdistrict School Desegregation,The Journal of Negro Education,1989,10.2307/2295667,article,research-article,jstor,,1989-07-01,3,58,http://www.jstor.org/stable/2295667,Grover G. Hankins,Journal of Negro Education,eng,345,356,,desegregation; school desegregation; schools; metropolitan; segregation; negro education; housing; suburban; metropolitan areas; districts,4675,12,unigrams; bigrams; trigrams
http://www.jstor.org/stable/10.7709/jnegroeducation.81.3.0268,Assessing African American Students for Specific Learning Disabilities: The Promises and Perils of Response to Intervention,The Journal of Negro Education,2012,10.7709/jnegroeducation.81.3.0268,article,research-article,jstor,,2012-07-01,3,81,http://www.jstor.org/stable/10.7709/jnegroeducation.81.3.0268,"Sherrie L. Proctor; Scott L. Graves, Jr.; Rachel C. Esch",Journal of Negro Education,en,268,282,,american students; special education; african american students; tiered rti; tiered; graves mitchell; intelligence; intelligence tests; tiered instructional; rti models,1165,15,unigrams; bigrams; trigrams
http://www.jstor.org/stable/41341092,The Role of Postsecondary Remediation for African American Students: A Review of Research,The Journal of Negro Education,2010,10.2307/41341092,article,research-article,jstor,,2010-10-01,4,79,http://www.jstor.org/stable/41341092,Ryan J. Davis; Robert T. Palmer,Journal of Negro Education,eng,503,520,,postsecondary remediation; students; education; american students; african; african american students; college; remedial education; colleges; underprepared,10106,18,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2295509,Destructive Denial: A Century of Education in a Southern Town,The Journal of Negro Education,1993,10.2307/2295509,article,research-article,jstor,,1993-10-01,4,62,http://www.jstor.org/stable/2295509,Mary Nix,Journal of Negro Education,eng,405,408,,centerville; denial; school; coping mechanism; royster; negro education; cape fear; womens; fear enterprise; town newspaper,1807,4,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2966687,Reactions to Frustration in Negro and White Children,The Journal of Negro Education,1969,10.2307/2966687,article,research-article,jstor,,1969-10-01,4,38,http://www.jstor.org/stable/2966687,Norman Solkoff,Journal of Negro Education,eng,412,418,,frustration; coding subtest; negro children; reward; reward gifts; reward frustration; low reward; performance; marbles; marble,3105,7,unigrams; bigrams; trigrams
http://www.jstor.org/stable/40037228,Effective Strategies to Increase Diversity in STEM Fields: A Review of the Research Literature,The Journal of Negro Education,2007,10.2307/40037228,article,research-article,jstor,,2007-10-01,4,76,http://www.jstor.org/stable/40037228,Lisa Tsui,Journal of Negro Education,eng,555,581,,students; minority; mentoring; mathematics; science; engineering; underrepresented; tutoring; faculty; career,16812,27,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2967052,The Underprivileged and Roman Catholic Education,The Journal of Negro Education,1971,10.2307/2967052,article,research-article,jstor,,1971-10-01,4,40,http://www.jstor.org/stable/2967052,Harold A. Buetow,Journal of Negro Education,eng,373,389,,catholic; education; roman catholic; schools; catholic education; sisters; indian; missions; negroes; catholic church,9233,17,unigrams; bigrams; trigrams
http://www.jstor.org/stable/41341123,Front Matter,The Journal of Negro Education,2011,10.2307/41341123,article,misc,jstor,,2011-07-01,3,80,http://www.jstor.org/stable/41341123,,Journal of Negro Education,eng,,,,yolanda sealey; howard university; sealey ruiz; education; negro education; yolanda sealey ruiz; term expiring; education howard; michelle trotman; teachers,1649,6,unigrams; bigrams; trigrams
http://www.jstor.org/stable/41341138,New Visions of Collective Achievement: The Cross-Generational Schooling Experiences of African American Males,The Journal of Negro Education,2011,10.2307/41341138,article,research-article,jstor,,2011-07-01,3,80,http://www.jstor.org/stable/41341138,Darrell Cleveland Hucks,Journal of Negro Education,eng,339,357,,american males; african; african american males; achievement; collective achievement; schooling experiences; teachers; participants; schools; education,11042,19,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2294561,Notes on the Education of Negroes in North Carolina During the Civil War,The Journal of Negro Education,1967,10.2307/2294561,article,research-article,jstor,,1967-01-01,1,36,http://www.jstor.org/stable/2294561,Sing-nan Fen,Journal of Negro Education,eng,24,31,,negroes; negro schools; negro education; ama collection; carolina; fisk university; freedmens; teachers; horace james; newbern,4580,8,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2967298,The Disproportionate Placement of African American Males in Special Education Programs: A Critique of the Process,The Journal of Negro Education,1994,10.2307/2967298,article,research-article,jstor,,1994-10-01,4,63,http://www.jstor.org/stable/2967298,Beth Harry; Mary G. Anderson,Journal of Negro Education,eng,602,619,,special education; african; students; american males; african american males; placement; disability; negro education; education programs; education placement,10520,18,unigrams; bigrams; trigrams
http://www.jstor.org/stable/3211183,The Chicago Context: Understanding the Consequences of Urban Processes on School Capacity,The Journal of Negro Education,2002,10.2307/3211183,article,research-article,jstor,,2002-10-01,4,71,http://www.jstor.org/stable/3211183,Raquel L. Farmer-Hinton,Journal of Negro Education,eng,313,330,,schools; african; drake cayton; communities; chicago; negro education; students; herrick; massey denton; social,8978,18,unigrams; bigrams; trigrams
http://www.jstor.org/stable/3211232,The Law and Juvenile Justice for People of Color in Elementary and Secondary Schools,The Journal of Negro Education,2002,10.2307/3211232,article,research-article,jstor,,2002-07-01,3,71,http://www.jstor.org/stable/3211232,Frank Brown; Charles J. Russo; Richard C. Hunter,Journal of Negro Education,eng,128,142,,juvenile; school; students; minority; courts; juvenile justice; education; negro education; criminal; children,9430,15,unigrams; bigrams; trigrams
http://www.jstor.org/stable/41341104,The Interactive Impact of Race and Gender on High School Advanced Course Enrollment,The Journal of Negro Education,2011,10.2307/41341104,article,research-article,jstor,,2011-01-01,1,80,http://www.jstor.org/stable/41341104,Mamadi Corra; J. Scott Carter; Shannon K. Carter,Journal of Negro Education,eng,33,46,,enrollment; students; courses; females; advanced; black females; female students; black students; white males; gender,7424,14,unigrams; bigrams; trigrams
http://www.jstor.org/stable/4129612,"Black Teachers, Black Students, Black Communities, and Brown: Perspectives and Insights from Experts",The Journal of Negro Education,2004,10.2307/4129612,article,research-article,jstor,,2004-07-01,3,73,http://www.jstor.org/stable/4129612,H. Richard Milner; Tyrone C. Howard,Journal of Negro Education,eng,285,297,,black teachers; black students; students; schools; desegregation; african; education; american students; brown decision; black communities,8160,13,unigrams; bigrams; trigrams
http://www.jstor.org/stable/10.7709/jnegroeducation.85.4.fm,Front Matter,The Journal of Negro Education,2016,10.7709/jnegroeducation.85.4.fm,article,research-article,jstor,,2016-01-01,4,85,http://www.jstor.org/stable/10.7709/jnegroeducation.85.4.fm,,Journal of Negro Education,en,i,iv,,howard university; negro education; term expiring; rector; education howard; dean thompson; theresa; school; educational leadership; chief emeritus,1678,4,unigrams; bigrams; trigrams
http://www.jstor.org/stable/10.7709/jnegroeducation.81.4.0393,Essential Questions in Adolescent Literacy: Teachers and Learners Describe What Works in Classrooms,The Journal of Negro Education,2012,10.7709/jnegroeducation.81.4.0393,article,book-review,jstor,,2012-10-01,4,81,http://www.jstor.org/stable/10.7709/jnegroeducation.81.4.0393,Tony Laing; Jill Lewis,Journal of Negro Education,en,393,395,,adolescent literacy; students; teachers; vrfldo dqg; wkh vrfldo; dqg ljk; graduation gap; secondary schooling; hzlv dqg; african,1926,3,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2696241,Front Matter,The Journal of Negro Education,2000,10.2307/2696241,article,misc,jstor,,2000-10-01,4,69,http://www.jstor.org/stable/2696241,,Journal of Negro Education,eng,,,,education; negro education; howard university; education howard; school reform; school; retrospective update; terms expiring; black people; editorial advisory,1465,6,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2293169,Integration in the Junior College,The Journal of Negro Education,1960,10.2307/2293169,article,research-article,jstor,,1960-04-01,2,29,http://www.jstor.org/stable/2293169,"George H. Walker, <suffix>Jr.</suffix>; David W. Hazel",Journal of Negro Education,eng,204,206,,junior college; negro teachers; integrated; colleges; one institution; integrated junior; school; negro students; positions; institutions,1507,3,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2294158,Negro Youth and Psychological Motivation,The Journal of Negro Education,1968,10.2307/2294158,article,research-article,jstor,,1968-07-01,3,37,http://www.jstor.org/stable/2294158,Alvin F. Poussaint; Carolyn O. Atkinson,Journal of Negro Education,eng,241,251,,achievement; behavior; black youth; negro youth; aggression; motivation; negroes; rewards; rewarded; approval,5821,11,unigrams; bigrams; trigrams
http://www.jstor.org/stable/40034536,"The 2004 Charles H. Thompson Lecture-Colloquium Presentation: ""No Child Left Behind: Opportunities and Threats""",The Journal of Negro Education,2005,10.2307/40034536,article,research-article,jstor,,2005-04-01,2,74,http://www.jstor.org/stable/40034536,LaRuth Hackney Gray,Journal of Negro Education,eng,95,111,,education; schools; students; negro education; child left; achievement; proficient; children; proficiency; accountability,9956,17,unigrams; bigrams; trigrams
http://www.jstor.org/stable/10.7709/jnegroeducation.87.3.0294,<em>The Nouveau Talented Tenth: Envisioning W.E.B. Du Bois in the Context of Contemporary Gifted and Talented Education</em>,The Journal of Negro Education,2018,10.7709/jnegroeducation.87.3.0294,article,research-article,jstor,,2018-01-01,3,87,http://www.jstor.org/stable/10.7709/jnegroeducation.87.3.0294,Donna Y. Ford; Brian L. Wright; Christopher J. P. Sewell; Gilman W. Whiting; James L. Moore III,Journal of Negro Education,en,294,310,,gifted; black students; gifted education; talented; mandated; funded; gifted and talented; performing arts; intellectual; representation,8251,17,unigrams; bigrams; trigrams
http://www.jstor.org/stable/40034562,Editor's Comment,The Journal of Negro Education,2007,10.2307/40034562,article,misc,jstor,,2007-07-01,3,76,http://www.jstor.org/stable/40034562,Frederick D. Harper,Journal of Negro Education,eng,195,195,,negro education; special issue; legacy issue; doctoral graduate; vanessa mizell; guilbault doctoral; patrick swygert; graduate assistant; michael guilbault; namely lenda,445,1,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2293262,Volume Information,The Journal of Negro Education,1956,10.2307/2293262,article,misc,jstor,,1956-10-01,4,25,http://www.jstor.org/stable/2293262,,Journal of Negro Education,eng,467,469,,desegregation; educational desegregation; racial integration; education; negroes; hamer jeston; runes dagobert; hershaw fay; toppin; lorant stefan,1036,3,unigrams; bigrams; trigrams
http://www.jstor.org/stable/3211223,Desegregation of the New Orleans Parochial Schools,The Journal of Negro Education,2002,10.2307/3211223,article,research-article,jstor,,2002-01-01,1/2,71,http://www.jstor.org/stable/3211223,Diane T. Manning; Perry Rogers,Journal of Negro Education,eng,31,42,,parochial schools; catholic; archbishop; orleans; archbishop rummel; integration; church; amistad research; tulane university; center tulane,6835,12,unigrams; bigrams; trigrams
http://www.jstor.org/stable/10.7709/jnegroeducation.81.1.0097,Black Megachurch Culture :  Models for Education and Empowerment,The Journal of Negro Education,2012,10.7709/jnegroeducation.81.1.0097,article,book-review,jstor,,2012-01-01,1,81,http://www.jstor.org/stable/10.7709/jnegroeducation.81.1.0097,Antonio L. Ellis; Sandra L. Barnes,Journal of Negro Education,en,97,99,,black megachurch; church; black church; pastors; education; senior pastors; church socialization; barnes; liberation theologies; congregations,1725,3,unigrams; bigrams; trigrams
http://www.jstor.org/stable/10.7709/jnegroeducation.82.2.0169,"Voices of the ""Othermothers"": Reconsidering Black Professors' Relationships with Black Students as a Form of Social Exchange",The Journal of Negro Education,2013,10.7709/jnegroeducation.82.2.0169,article,research-article,jstor,,2013-07-03,2,82,http://www.jstor.org/stable/10.7709/jnegroeducation.82.2.0169,Kimberly A. Griffin,Journal of Negro Education,en,169,183,,black students; faculty; professors; black faculty; black professors; mentoring; relationships; oceanside; participants; negro education,9031,15,unigrams; bigrams; trigrams
http://www.jstor.org/stable/40034555,Stepping Outside the Master Script: Re-Connecting the History of American Education,The Journal of Negro Education,2007,10.2307/40034555,article,research-article,jstor,,2007-04-01,2,76,http://www.jstor.org/stable/40034555,Ellen Swartz,Journal of Negro Education,eng,173,186,,education; negro education; black educators; african; minded educators; african descent; emancipatory; american; democratic agenda; emancipatory black,8835,14,unigrams; bigrams; trigrams
http://www.jstor.org/stable/3211245,Front Matter,The Journal of Negro Education,2003,10.2307/3211245,article,misc,jstor,,2003-07-01,3,72,http://www.jstor.org/stable/3211245,,Journal of Negro Education,eng,,,,negro education; howard university; education howard; terms expiring; black people; editorial advisory; education howard university; advisory board; abstracts; issues incident,1207,5,unigrams; bigrams; trigrams
http://www.jstor.org/stable/10.7709/jnegroeducation.86.4.0504,"B<span class=""small-caps"">ook</span>/M<span class=""small-caps"">edia</span> R<span class=""small-caps"">eviews</span>",The Journal of Negro Education,2017,10.7709/jnegroeducation.86.4.0504,article,research-article,jstor,,2017-01-01,4,86,http://www.jstor.org/stable/10.7709/jnegroeducation.86.4.0504,Tiffany A. Flowers; Jawanza Kunjufu,Journal of Negro Education,en,504,506,,culture; kunjufu; schools; marybeth gasman; black male; teachers; education; felicia commodore; culture discusses; understanding black,1820,3,unigrams; bigrams; trigrams
http://www.jstor.org/stable/10.7709/jnegroeducation.81.1.0039,The Strengths of High-Achieving Black High School Students in a Racially Diverse Setting,The Journal of Negro Education,2012,10.7709/jnegroeducation.81.1.0039,article,research-article,jstor,,2012-01-01,1,81,http://www.jstor.org/stable/10.7709/jnegroeducation.81.1.0039,Kris Marsh; Cassandra Chaney; Derrick Jones,Journal of Negro Education,en,39,51,,racially diverse; black students; young black; social clubs; social; black women; negro education; school; black men; blacks,7750,13,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2967268,The Influence of Educational and Political Resources on Minority Students' Success,The Journal of Negro Education,1995,10.2307/2967268,article,research-article,jstor,,1995-10-01,4,64,http://www.jstor.org/stable/2967268,J. L. Polinard; Robert D. Wrinkle; Kenneth J. Meier,Journal of Negro Education,eng,463,474,,hispanic; minority; students; pass rates; school; negro education; white pass; pass ratio; hispanic student; educational,5917,12,unigrams; bigrams; trigrams
http://www.jstor.org/stable/40034579,These Hallowed Halls: African American Women College and University Presidents,The Journal of Negro Education,2007,10.2307/40034579,article,research-article,jstor,,2007-07-01,3,76,http://www.jstor.org/stable/40034579,Gerri Bates,Journal of Negro Education,eng,373,390,,university; president; college; education; african; negro education; american women; bachelors degree; first woman; doctorate,10366,18,unigrams; bigrams; trigrams
http://www.jstor.org/stable/10.7709/jnegroeducation.83.3.bm,Back Matter,The Journal of Negro Education,2014,10.7709/jnegroeducation.83.3.bm,article,research-article,jstor,,2014-01-01,3,83,http://www.jstor.org/stable/10.7709/jnegroeducation.83.3.bm,,Journal of Negro Education,en,,,,negro education; howard university; university; journalnegroed gmailcom; doctoral; professor; associate; doctoral candidate; doctoral student; associate professor,2368,8,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2294758,Before Integration: The Forgotten Years of Jim Crow Education in Boston,The Journal of Negro Education,1979,10.2307/2294758,article,research-article,jstor,,1979-04-01,2,48,http://www.jstor.org/stable/2294758,George A. Levesque,Journal of Negro Education,eng,113,125,,school; school committee; boston; separate schools; primary; negro education; african school; grammar; primary school committee; blacks,6555,13,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2967190,The Continuing Significance of Desegregation: School Racial Composition and African American Inclusion in American Society,The Journal of Negro Education,1994,10.2307/2967190,article,research-article,jstor,,1994-07-01,3,63,http://www.jstor.org/stable/2967190,Marvin P. Dawkins; Jomills Henry Braddock <suffix>II</suffix>,Journal of Negro Education,eng,394,405,,desegregation; school desegregation; racial composition; braddock; braddock mcpartland; mcpartland; african; desegregated schools; blacks; americans,3983,12,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2293766,Desegregation of Higher Education in Texas,The Journal of Negro Education,1958,10.2307/2293766,article,research-article,jstor,,1958-07-01,3,27,http://www.jstor.org/stable/2293766,W. Astor Kirk; John Q. Taylor King,Journal of Negro Education,eng,318,323,,education; sweatt; desegregation; colleges; negro students; higher; racial segregation; institutions; attending formerly; negro institutions,616,6,unigrams; bigrams; trigrams
http://www.jstor.org/stable/10.7709/jnegroeducation.87.2.0140,<em>The Power of Language: Exploring Foundations of Neoliberalism in Federal Financial Aid Policy</em>,The Journal of Negro Education,2018,10.7709/jnegroeducation.87.2.0140,article,research-article,jstor,,2018-01-01,2,87,http://www.jstor.org/stable/10.7709/jnegroeducation.87.2.0140,Brian A. Burt; Lorenzo D. Baber,Journal of Negro Education,en,140,153,,financial aid; income students; education; discourse; middle; postsecondary education; postsecondary; neoliberalism; higher; colleges,8085,14,unigrams; bigrams; trigrams
http://www.jstor.org/stable/40026729,Editor's Comment: Rosa Parks and Our Challenge for the Future,The Journal of Negro Education,2005,10.2307/40026729,article,misc,jstor,,2005-10-01,4,74,http://www.jstor.org/stable/40026729,Frederick D. Harper,Journal of Negro Education,eng,295,296,,rosa parks; african; racial; topeka kansas; okazawa rey; education; civil disobedience; public transportation; asbury okazawa; african descent,1284,2,unigrams; bigrams; trigrams
http://www.jstor.org/stable/40027232,"""Unsettling Relations"": Racism and Sexism Experienced by Faculty of Color in a Predominantly White Canadian University",The Journal of Negro Education,2005,10.2307/40027232,article,research-article,jstor,,2005-01-01,1,74,http://www.jstor.org/stable/40027232,Edith Samuel; Njoki Wane,Journal of Negro Education,eng,76,87,,minority faculty; faculty members; racism; mainstream students; academe; mainstream; eurocentric curriculum; negro education; minority faculty members; canadian,7876,12,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2294554,"Hawkins, The United States Supreme Court and Justice",The Journal of Negro Education,1962,10.2307/2294554,article,research-article,jstor,,1962-01-01,1,31,http://www.jstor.org/stable/2294554,Samuel Selkow,Journal of Negro Education,eng,97,101,,hawkins; virgil hawkins; states supreme; florida; united states supreme; states supreme court; law school; florida law; admission; florida court,3061,5,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2295691,School Desegregation and Suspension in East Baton Rouge Parish: A Preliminary Report,The Journal of Negro Education,1988,10.2307/2295691,article,research-article,jstor,,1988-10-01,4,57,http://www.jstor.org/stable/2295691,Clarence H. Thornton; William T. Trent,Journal of Negro Education,eng,482,501,,suspension; schools; suspension disproportionality; black suspension; suspension rates; black enrollment; suspension rate; desegregation; black students; students,6876,20,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2295396,"Tarzan in the Classroom: How ""Educational"" Films Mythologize Africa and Miseducate Americans",The Journal of Negro Education,1993,10.2307/2295396,article,research-article,jstor,,1993-01-01,1,62,http://www.jstor.org/stable/2295396,Sheila S. Walker; Jennifer Rasamimanana,Journal of Negro Education,eng,3,23,,africa; african ancestry; african diaspora; negro education; images; educational; teachers; americans; film holdings; districts film,10095,21,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2967221,Four Decades of Progress...and Decline: An Assessment of African American Educational Attainment,The Journal of Negro Education,1997,10.2307/2967221,article,research-article,jstor,,1997-04-01,2,66,http://www.jstor.org/stable/2967221,Antoine M. Garibaldi,Journal of Negro Education,eng,105,120,,african; students; americans; schools; degrees; degrees awarded; education; american students; poverty; negro education,7350,16,unigrams; bigrams; trigrams
http://www.jstor.org/stable/2967196,Multicultural Education: Reflections on Brown at 40,The Journal of Negro Education,1994,10.2307/2967196,article,research-article,jstor,,1994-07-01,3,63,http://www.jstor.org/stable/2967196,Debbie G. Thomas; Phil Chinn; Fran Perkins; David G. Carter,Journal of Negro Education,eng,460,469,,multicultural education; educators; students; negro education; pedagogy; cultural; schools; segregation; diversity; curricula,4304,10,unigrams; bigrams; trigrams
http://www.jstor.org/stable/3211250,Reproducing Social Inequalities through Higher Education: Critical Thinking as Valued Capital,The Journal of Negro Education,2003,10.2307/3211250,article,research-article,jstor,,2003-07-01,3,72,http://www.jstor.org/stable/3211250,Lisa Tsui,Journal of Negro Education,eng,318,332,,education; thinking; students; critical; colleges; selectivity; institutions; higher; educational capital; institutional selectivity,8186,15,unigrams; bigrams; trigrams
